HGNC ID	Approved Symbol	Approved Name	RefSeq IDs	Entrez Gene ID(supplied by NCBI)	RefSeq(supplied by NCBI)
HGNC:37651	ACTG1P11	actin gamma 1 pseudogene 11	NG_004636	414754	NG_004636
HGNC:44496	ACTG1P12	actin gamma 1 pseudogene 12		100418921	NG_011728
HGNC:49058	ACTG1P13	actin gamma 1 pseudogene 13		100418920	NG_025603
HGNC:49751	ACTG1P14	actin gamma 1 pseudogene 14	NG_023870	100418910	NG_023870
HGNC:51495	ACTG1P15	actin gamma 1 pseudogene 15		100418951	NG_025296
HGNC:51496	ACTG1P16	actin gamma 1 pseudogene 16		100418960	NG_026370
HGNC:51497	ACTG1P17	actin gamma 1 pseudogene 17		283693	NR_036446
HGNC:51498	ACTG1P18	actin gamma 1 pseudogene 18		100418924	NG_009224
HGNC:51499	ACTG1P19	actin gamma 1 pseudogene 19		644160	NG_021670
HGNC:51500	ACTG1P20	actin gamma 1 pseudogene 20		644961	NR_033926
HGNC:51501	ACTG1P21	actin gamma 1 pseudogene 21		100131291	NG_022723
HGNC:51502	ACTG1P22	actin gamma 1 pseudogene 22		100131953	NG_021565
HGNC:51503	ACTG1P23	actin gamma 1 pseudogene 23		442097	NG_022227
HGNC:49661	ACTG1P24	actin gamma 1 pseudogene 24		441783	NG_022456
HGNC:145	ACTG2	actin, gamma 2, smooth muscle, enteric	NM_001615	72	NM_001199893
HGNC:156	ACTL2~withdrawn	symbol withdrawn, see ACTG1P2			
HGNC:157	ACTL3~withdrawn	symbol withdrawn, see ACTG2			
HGNC:158	ACTL4~withdrawn	entry withdrawn			
HGNC:159	ACTL5~withdrawn	entry withdrawn			
HGNC:24124	ACTL6A	actin like 6A	NM_004301	86	NM_004301
HGNC:160	ACTL6B	actin like 6B	NM_016188	51412	NM_016188
HGNC:161	ACTL7A	actin like 7A	NM_006687	10881	NM_006687
HGNC:162	ACTL7B	actin like 7B	NM_006686	10880	NM_006686
HGNC:24018	ACTL8	actin like 8	NM_030812	81569	NM_030812
HGNC:28494	ACTL9	actin like 9	NM_178525	284382	NM_178525
HGNC:16127	ACTL10	actin like 10		170487	NM_001024675
HGNC:163	ACTN1	actinin alpha 1	NM_001102	87	NM_001102
HGNC:20131	ACTN1-AS1	ACTN1 antisense RNA 1		161159	NR_073422
HGNC:164	ACTN2	actinin alpha 2	NM_001103	88	NM_001103
HGNC:165	ACTN3	actinin alpha 3 (gene/pseudogene)	NM_001104	89	NM_001104
HGNC:166	ACTN4	actinin alpha 4		81	NM_001322033
HGNC:44028	ACTN4P1	actinin alpha 4 pseudogene 1		344978	NG_022074
HGNC:44032	ACTN4P2	actinin alpha 4 pseudogene 2		391026	
HGNC:51621	ACTP1	actin family pseudogene 1	NG_044542	106480335	NG_044542
HGNC:167	ACTR1A	ARP1 actin related protein 1 homolog A		10121	NM_005736
HGNC:168	ACTR1B	ARP1 actin related protein 1 homolog B	NM_005735	10120	NM_005735
HGNC:169	ACTR2	ARP2 actin related protein 2 homolog	NM_001005386	10097	NM_001005386
HGNC:170	ACTR3	ARP3 actin related protein 3 homolog	NM_005721	10096	NM_001277140
HGNC:53965	ACTR3-AS1	ACTR3 antisense RNA 1	NR_110174	101060091	NR_110174
HGNC:17256	ACTR3B	ARP3 actin related protein 3 homolog B	NM_020445	57180	NM_001040135
HGNC:37724	ACTR3BP1	ACTR3B pseudogene 1	NG_005799	643050	NG_005799
HGNC:38677	ACTR3BP2	ACTR3B pseudogene 2		440888	NR_027714
HGNC:38678	ACTR3BP3	ACTR3B pseudogene 3		647156	NG_005800
HGNC:38681	ACTR3BP4	ACTR3B pseudogene 4		777774	NG_005802
HGNC:38682	ACTR3BP5	ACTR3B pseudogene 5		399746	NR_045000
HGNC:38683	ACTR3BP6	ACTR3B pseudogene 6		644773	NG_005801
HGNC:37282	ACTR3C	ARP3 actin related protein 3 homolog C		653857	NM_001164458
HGNC:31820	ACTR3P1	ACTR3 pseudogene 1		100288580	NG_023029
HGNC:38676	ACTR3P2	ACTR3 pseudogene 2		100129013	NG_022669
HGNC:38679	ACTR3P3	ACTR3 pseudogene 3		100128020	NG_022261
HGNC:14671	ACTR5	ARP5 actin related protein 5 homolog	NM_024855	79913	NM_024855
HGNC:24025	ACTR6	ARP6 actin related protein 6 homolog	NM_022496	64431	NM_022496
HGNC:44210	ACTR6P1	ACTR6 pseudogene 1	NG_025147	100421495	NG_025147
HGNC:14672	ACTR8	ARP8 actin related protein 8 homolog	NM_022899	93973	NM_022899
HGNC:17372	ACTR10	actin related protein 10 homolog		55860	NM_018477
HGNC:24027	ACTRT1	actin related protein T1	NM_138289	139741	NM_138289
HGNC:24026	ACTRT2	actin related protein T2	NM_080431	140625	NM_080431
HGNC:24022	ACTRT3	actin related protein T3	NM_032487	84517	NM_032487
HGNC:171	ACVR1	activin A receptor type 1	NM_001105	90	NM_001105
HGNC:172	ACVR1B	activin A receptor type 1B	NM_020328	91	NM_004302
HGNC:18123	ACVR1C	activin A receptor type 1C	NM_145259	130399	NM_001111031
HGNC:173	ACVR2A	activin A receptor type 2A	NM_001616	92	NM_001278579
HGNC:174	ACVR2B	activin A receptor type 2B	NM_001106	93	NM_001106
HGNC:44161	ACVR2B-AS1	ACVR2B antisense RNA 1	NR_028389	100128640	NR_028389
HGNC:175	ACVRL1	activin A receptor like type 1	NM_000020	94	NM_000020
HGNC:176	ACVRLK2~withdrawn	symbol withdrawn, see ACVR1			
HGNC:177	ACY1	aminoacylase 1	NM_000666	95	NM_000666
HGNC:178	ACY1L~withdrawn	symbol withdrawn, see CCDC102B			
HGNC:24104	ACY3	aminoacylase 3	NM_080658	91703	NM_080658
HGNC:179	ACYP1	acylphosphatase 1		97	NM_001107
HGNC:180	ACYP2	acylphosphatase 2		98	NM_001320586
HGNC:181	AD1~withdrawn	symbol withdrawn, see APP			
HGNC:182	AD2~withdrawn	symbol withdrawn, see APOE			
HGNC:183	AD3~withdrawn	symbol withdrawn, see PSEN1			
HGNC:184	AD4~withdrawn	symbol withdrawn, see PSEN2			
HGNC:185	AD5	Alzheimer disease 5		8081	
HGNC:186	ADA	adenosine deaminase	NM_000022	100	NM_000022
HGNC:1839	ADA2	adenosine deaminase 2		51816	NM_001282225
HGNC:30713	ADAD1	adenosine deaminase domain containing 1	NM_139243	132612	NM_001159285
HGNC:44550	ADAD1P1	adenosine deaminase domain containing 1 pseudogene 1		100422386	NG_025689
HGNC:44552	ADAD1P2	adenosine deaminase domain containing 1 pseudogene 2		100422407	NG_012925
HGNC:30714	ADAD2	adenosine deaminase domain containing 2	NM_139174	161931	NM_001145400
HGNC:31853	ADAL	adenosine deaminase like	NM_001324366	161823	NM_001012969
HGNC:187	ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	NG_001216	8759	NR_036636
HGNC:44366	ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)	NG_024129	100420505	NG_024129
HGNC:198	ADAM2	ADAM metallopeptidase domain 2	NM_001464	2515	NM_001278113
HGNC:209	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	NR_001569	1587	NR_001569
HGNC:210	ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	NG_001526	1596	NR_144553
HGNC:212	ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	NR_001448	255926	NR_001448
HGNC:213	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	NR_002224	8755	NR_002224
HGNC:214	ADAM7	ADAM metallopeptidase domain 7	NM_003817	8756	NM_003817
HGNC:215	ADAM8	ADAM metallopeptidase domain 8	NM_001109	101	NM_001109
HGNC:216	ADAM9	ADAM metallopeptidase domain 9		8754	NM_003816
HGNC:188	ADAM10	ADAM metallopeptidase domain 10	NM_001110	102	NM_001110
HGNC:189	ADAM11	ADAM metallopeptidase domain 11	NM_002390	4185	NM_001318933
HGNC:190	ADAM12	ADAM metallopeptidase domain 12		8038	NM_001288973
HGNC:43841	ADAM12-OT1~withdrawn	entry withdrawn			
HGNC:193	ADAM15	ADAM metallopeptidase domain 15	NM_003815	8751	NM_001261464
HGNC:195	ADAM17	ADAM metallopeptidase domain 17		6868	NM_003183
HGNC:196	ADAM18	ADAM metallopeptidase domain 18	NM_014237	8749	NM_001190956
HGNC:197	ADAM19	ADAM metallopeptidase domain 19	NM_033274	8728	NM_033274
HGNC:199	ADAM20	ADAM metallopeptidase domain 20		8748	NM_003814
HGNC:20102	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	NR_037933	317760	NR_037933
HGNC:43901	ADAM20P2	ADAM metallopeptidase domain 20 pseudogene 2		100533671	NG_028850
HGNC:43902	ADAM20P3	ADAM metallopeptidase domain 20 pseudogene 3		644325	NG_023541
HGNC:200	ADAM21	ADAM metallopeptidase domain 21		8747	NM_003813
HGNC:19822	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	NG_002467	145241	NR_003951
HGNC:201	ADAM22	ADAM metallopeptidase domain 22	NM_021723	53616	NM_001324417
HGNC:202	ADAM23	ADAM metallopeptidase domain 23	NM_003812	8745	NM_003812
HGNC:203	ADAM24P	ADAM metallopeptidase domain 24, pseudogene		646479	NG_022410
HGNC:206	ADAM28	ADAM metallopeptidase domain 28	NM_021778	10863	NM_001304351
HGNC:207	ADAM29	ADAM metallopeptidase domain 29		11086	NM_001130703
HGNC:208	ADAM30	ADAM metallopeptidase domain 30	NM_021794	11085	NM_021794
HGNC:15479	ADAM32	ADAM metallopeptidase domain 32	NM_145004	203102	NM_001313994
HGNC:15478	ADAM33	ADAM metallopeptidase domain 33	NM_025220	80332	NM_001282447
HGNC:16299	ADAMDEC1	ADAM like decysin 1	NM_014479	27299	NM_001145271
HGNC:217	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1		9510	NM_006988
HGNC:218	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	NM_014244	9509	NM_014244
HGNC:219	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3		9508	NM_014243
HGNC:220	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	NM_005099	9507	NM_001320336
HGNC:221	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5		11096	NM_007038
HGNC:222	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	NM_197941	11174	NM_197941
HGNC:223	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	NM_014272	11173	NM_014272
HGNC:49407	ADAMTS7P1	ADAMTS7 pseudogene 1		390660	NR_045529
HGNC:49408	ADAMTS7P2~withdrawn	symbol withdrawn, see ADAMTS7P1			
HGNC:49409	ADAMTS7P3	ADAMTS7 pseudogene 3		400406	NG_028863
HGNC:49410	ADAMTS7P4	ADAMTS7 pseudogene 4		642935	NG_022116
HGNC:224	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	NM_007037	11095	NM_007037
HGNC:13202	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9		56999	NM_001318781
HGNC:40625	ADAMTS9-AS1	ADAMTS9 antisense RNA 1	NR_110150	101929335	NR_110150
HGNC:42435	ADAMTS9-AS2	ADAMTS9 antisense RNA 2	NR_038264	100507098	NR_038264
HGNC:13201	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	NM_030957	81794	NM_001282352
HGNC:14605	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	NM_030955	81792	NM_001324511
HGNC:1366	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	NM_139025	11093	NM_139025
HGNC:14899	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	NM_080722	140766	NM_080722
HGNC:16305	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	NM_139055	170689	NM_139055
HGNC:17108	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	NM_139056	170690	NM_139056
HGNC:17109	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	NM_139057	170691	NM_139057
HGNC:17110	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18		170692	NM_001326358
HGNC:17111	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	NM_133638	171019	NM_133638
HGNC:40797	ADAMTS19-AS1	ADAMTS19 antisense RNA 1		103689846	NR_125748
HGNC:17178	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	NM_025003	80070	NM_025003
HGNC:16662	ADAMTS21~withdrawn	symbol withdrawn, see ADAMTS18			
HGNC:14632	ADAMTSL1	ADAMTS like 1		92949	NM_001040272
HGNC:14631	ADAMTSL2	ADAMTS like 2	NM_014694	9719	NM_001145320
HGNC:14633	ADAMTSL3	ADAMTS like 3	NM_207517	57188	NM_001301110
HGNC:19706	ADAMTSL4	ADAMTS like 4	NM_019032	54507	NM_001288607
HGNC:32041	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1		574406	NR_104133
HGNC:27912	ADAMTSL5	ADAMTS like 5	NM_213604	339366	NM_213604
HGNC:16486	ADAP1	ArfGAP with dual PH domains 1	NM_006869	11033	NM_001284308
HGNC:16487	ADAP2	ArfGAP with dual PH domains 2	NM_018404	55803	NM_001346712
HGNC:225	ADAR	adenosine deaminase, RNA specific	NM_001111	103	NM_001025107
HGNC:226	ADARB1	adenosine deaminase, RNA specific B1	NM_015833	104	NM_001112
HGNC:227	ADARB2	adenosine deaminase, RNA specific B2 (inactive)	NM_018702	105	NM_018702
HGNC:23299	ADARB2-AS1	ADARB2 antisense RNA 1	NR_033387	642394	NR_033387
HGNC:228	ADAT1	adenosine deaminase, tRNA specific 1	NM_012091	23536	NM_001324444
HGNC:21172	ADAT2	adenosine deaminase, tRNA specific 2	NM_001286259	134637	NM_001286259
HGNC:25151	ADAT3	adenosine deaminase, tRNA specific 3	NM_138422	113179	NM_001329533
HGNC:19038	ADCK1	aarF domain containing kinase 1	NM_020421	57143	NM_001142545
HGNC:19039	ADCK2	aarF domain containing kinase 2	NM_052853	90956	NM_052853
HGNC:21738	ADCK5	aarF domain containing kinase 5	NM_174922	203054	NM_174922
HGNC:229	ADCP1	adenosine deaminase complexing protein 1		106	
HGNC:230	ADCP2~withdrawn	symbol withdrawn, see DPP4			
HGNC:231	ADCR~withdrawn	symbol withdrawn, see WT2			
HGNC:232	ADCY1	adenylate cyclase 1	NM_021116	107	NM_001281768
HGNC:233	ADCY2	adenylate cyclase 2	NM_020546	108	NM_020546
HGNC:234	ADCY3	adenylate cyclase 3		109	NM_001320613
HGNC:235	ADCY4	adenylate cyclase 4		196883	NM_001198568
HGNC:236	ADCY5	adenylate cyclase 5	NM_183357	111	NM_001199642
HGNC:237	ADCY6	adenylate cyclase 6	NM_020983	112	NM_015270
HGNC:238	ADCY7	adenylate cyclase 7		113	NM_001114
HGNC:239	ADCY8	adenylate cyclase 8		114	NM_001115
HGNC:240	ADCY9	adenylate cyclase 9		115	NM_001116
HGNC:21285	ADCY10	adenylate cyclase 10	NM_018417	55811	NM_001167749
HGNC:44143	ADCY10P1	adenylate cyclase 10, soluble pseudogene 1	NR_026938	221442	NR_026938
HGNC:241	ADCYAP1	adenylate cyclase activating polypeptide 1	NM_001117	116	NM_001099733
HGNC:242	ADCYAP1R1	ADCYAP receptor type I	NM_001118	117	NM_001118
HGNC:243	ADD1	adducin 1	NM_014189	118	NM_001119
HGNC:244	ADD2	adducin 2	NM_001617	119	NM_001185054
HGNC:245	ADD3	adducin 3	NM_019903	120	NM_001121
HGNC:48682	ADD3-AS1	ADD3 antisense RNA 1	NR_038943	100505933	NR_038943
HGNC:246	ADDL~withdrawn	symbol withdrawn, see ADD3			
HGNC:247	ADFN	albinism-deafness syndrome		122	
HGNC:21212	ADGB	androglobin	NM_024694	79747	NM_024694
HGNC:13838	ADGRA1	adhesion G protein-coupled receptor A1		84435	NM_001083909
HGNC:49543	ADGRA1-AS1	adhesion G protein-coupled receptor A1 antisense RNA 1		100128127	NR_111905
HGNC:17849	ADGRA2	adhesion G protein-coupled receptor A2		25960	NM_032777
HGNC:13839	ADGRA3	adhesion G protein-coupled receptor A3		166647	NM_145290
HGNC:943	ADGRB1	adhesion G protein-coupled receptor B1	NM_001702	575	NM_001702
HGNC:944	ADGRB2	adhesion G protein-coupled receptor B2	NM_001703	576	NM_001294335
HGNC:945	ADGRB3	adhesion G protein-coupled receptor B3		577	NM_001704
HGNC:19893	ADGRD1	adhesion G protein-coupled receptor D1	NM_198827	283383	NM_001330497
HGNC:53314	ADGRD1-AS1	ADGRD1 antisense RNA 1	NR_131950	105755954	NR_131950
HGNC:18651	ADGRD2	adhesion G protein-coupled receptor D2	NM_182611	347088	XM_006717348
HGNC:3336	ADGRE1	adhesion G protein-coupled receptor E1		2015	NM_001256252
HGNC:3337	ADGRE2	adhesion G protein-coupled receptor E2		30817	NM_001271052
HGNC:23647	ADGRE3	adhesion G protein-coupled receptor E3	NM_032571	84658	NM_001289158
HGNC:19240	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	NR_024075	326342	NR_024075
HGNC:1711	ADGRE5	adhesion G protein-coupled receptor E5	NM_078481	976	NM_001025160
HGNC:18990	ADGRF1	adhesion G protein-coupled receptor F1	NM_153840	266977	NM_025048
HGNC:18991	ADGRF2	adhesion G protein-coupled receptor F2	NM_153839	222611	NM_153839
HGNC:18989	ADGRF3	adhesion G protein-coupled receptor F3	NM_153835	165082	NM_001145168
HGNC:19011	ADGRF4	adhesion G protein-coupled receptor F4	NM_153838	221393	NM_001347855
HGNC:19030	ADGRF5	adhesion G protein-coupled receptor F5	NM_015234	221395	NM_001098518
HGNC:32922	ADGRF5P1	adhesion G protein-coupled receptor F5 pseudogene 1		389740	NG_021620
HGNC:32921	ADGRF5P2	adhesion G protein-coupled receptor F5 pseudogene 2		441416	NG_021616
HGNC:4512	ADGRG1	adhesion G protein-coupled receptor G1		9289	NM_001145770
HGNC:4516	ADGRG2	adhesion G protein-coupled receptor G2		10149	NM_001079858
HGNC:13728	ADGRG3	adhesion G protein-coupled receptor G3	NM_170776	222487	NM_001308360
HGNC:18992	ADGRG4	adhesion G protein-coupled receptor G4		139378	NM_153834
HGNC:19010	ADGRG5	adhesion G protein-coupled receptor G5	NM_153837	221188	NM_001304376
HGNC:13841	ADGRG6	adhesion G protein-coupled receptor G6		57211	NM_001032394
HGNC:19241	ADGRG7	adhesion G protein-coupled receptor G7		84873	NM_001308362
HGNC:20973	ADGRL1	adhesion G protein-coupled receptor L1	NM_014921	22859	NM_001008701
HGNC:18582	ADGRL2	adhesion G protein-coupled receptor L2	NM_012302	23266	NM_001297704
HGNC:20974	ADGRL3	adhesion G protein-coupled receptor L3		23284	NM_001322246
HGNC:50604	ADGRL3-AS1	adhesion G protein-coupled receptor L3 antisense RNA 1		101927186	NR_110595
HGNC:20822	ADGRL4	adhesion G protein-coupled receptor L4	NM_022159	64123	NM_022159
HGNC:17416	ADGRV1	adhesion G protein-coupled receptor V1	NM_032119	84059	NM_032119
HGNC:249	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	NM_000667	124	NM_000667
HGNC:250	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	NM_000668	125	NM_000668
HGNC:251	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	NM_000669	126	NM_000669
HGNC:252	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	NM_000670	127	NM_000670
HGNC:253	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	NM_000671	128	NM_000671
HGNC:254	ADH5P1~withdrawn	entry withdrawn			
HGNC:22976	ADH5P2	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 2		343296	NG_008685
HGNC:22991	ADH5P3	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 3		100131810	NG_008686
HGNC:21377	ADH5P4	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 4	XM_208352	642443	NG_008303
HGNC:255	ADH6	alcohol dehydrogenase 6 (class V)	NM_000672	130	NM_000672
HGNC:256	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	NM_000673	131	NM_000673
HGNC:16354	ADHFE1	alcohol dehydrogenase, iron containing 1	NM_144650	137872	NM_144650
HGNC:30576	ADI1	acireductone dioxygenase 1	NM_018269	55256	NM_001306077
HGNC:52339	ADI1P1	acireductone dioxygenase 1 pseudogene 1		100130936	NG_007499
HGNC:52340	ADI1P2	acireductone dioxygenase 1 pseudogene 2		100288971	NG_021206
HGNC:52341	ADI1P3	acireductone dioxygenase 1 pseudogene 3		100288129	NG_021715
HGNC:28606	ADIG	adipogenin	NM_001018082	149685	NM_001018082
HGNC:13633	ADIPOQ	adiponectin, C1Q and collagen domain containing	NM_004797	9370	NM_001177800
HGNC:40648	ADIPOQ-AS1	ADIPOQ antisense RNA 1	NR_046662	100874095	NR_046662
HGNC:24040	ADIPOR1	adiponectin receptor 1	NM_015999	51094	NM_001290553
HGNC:44910	ADIPOR1P1	adiponectin receptor 1 pseudogene 1	NG_022165	645220	NG_022165
HGNC:44911	ADIPOR1P2	adiponectin receptor 1 pseudogene 2	NG_022863	390503	NG_022863
HGNC:24041	ADIPOR2	adiponectin receptor 2	NM_024551	79602	NM_024551
HGNC:16477	ADIR~withdrawn	symbol withdrawn, see TOR3A			
HGNC:24043	ADIRF	adipogenesis regulatory factor	NM_006829	10974	NM_006829
HGNC:45127	ADIRF-AS1	ADIRF antisense RNA 1		100133190	
HGNC:257	ADK	adenosine kinase	NM_006721	132	NM_001123
HGNC:258	ADL~withdrawn	symbol withdrawn, see SGCA			
HGNC:259	ADM	adrenomedullin	NM_001124	133	NM_001124
HGNC:28898	ADM2	adrenomedullin 2	NM_024866	79924	NM_001253845
HGNC:27293	ADM5	adrenomedullin 5 (putative)	NM_001101340	199800	NM_001101340
HGNC:260	ADMLX~withdrawn	symbol withdrawn, see ANOS1			
HGNC:261	ADMLY~withdrawn	symbol withdrawn, see ANOS2P			
HGNC:15766	ADNP	activity dependent neuroprotector homeobox	NM_181442	23394	NM_001282531
HGNC:51227	ADNP-AS1	ADNP antisense RNA 1	NR_110009	101927631	NR_110007
HGNC:23803	ADNP2	ADNP homeobox 2	NM_014913	22850	NM_014913
HGNC:23506	ADO	2-aminoethanethiol dioxygenase	NM_032804	84890	NM_032804
HGNC:262	ADORA1	adenosine A1 receptor	NM_000674	134	NM_000674
HGNC:263	ADORA2A	adenosine A2a receptor	NM_000675	135	NM_000675
HGNC:37122	ADORA2A-AS1	ADORA2A antisense RNA 1	NR_028483	646023	NR_028483
HGNC:264	ADORA2B	adenosine A2b receptor		136	NM_000676
HGNC:265	ADORA2BP1	adenosine A2b receptor pseudogene 1	NG_000843	137	NG_000843
HGNC:266	ADORA2L1~withdrawn	entry withdrawn			
HGNC:267	ADORA2L2~withdrawn	entry withdrawn			
HGNC:268	ADORA3	adenosine A3 receptor	NM_000677, NM_020683	140	NM_000677
HGNC:25250	ADPGK	ADP dependent glucokinase	NM_031284	83440	NM_031284
HGNC:44144	ADPGK-AS1	ADPGK antisense RNA 1	NR_040107	100287559	NR_040107
HGNC:269	ADPRH	ADP-ribosylarginine hydrolase	NM_001125	141	NM_001125
HGNC:21303	ADPRHL1	ADP-ribosylhydrolase like 1	NM_138430	113622	NM_138430
HGNC:21304	ADPRHL2	ADP-ribosylhydrolase like 2	NM_017825	54936	NM_017825
HGNC:30925	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	NM_020233	56985	NM_020233
HGNC:277	ADRA1A	adrenoceptor alpha 1A	NM_033303	148	NM_000680
HGNC:278	ADRA1B	adrenoceptor alpha 1B		147	NM_000679
HGNC:279	ADRA1C~withdrawn	symbol withdrawn, see ADRA1A			
HGNC:280	ADRA1D	adrenoceptor alpha 1D	NM_000678	146	NM_000678
HGNC:281	ADRA2A	adrenoceptor alpha 2A	NM_000681	150	NM_000681
HGNC:282	ADRA2B	adrenoceptor alpha 2B		151	NM_000682
HGNC:283	ADRA2C	adrenoceptor alpha 2C	NM_000683	152	NM_000683
HGNC:284	ADRA2L1~withdrawn	symbol withdrawn, see ADRA2B			
HGNC:285	ADRB1	adrenoceptor beta 1		153	NM_000684
HGNC:286	ADRB2	adrenoceptor beta 2	NM_000024	154	NM_000024
HGNC:287	ADRB2RL1~withdrawn	symbol withdrawn, see HTR1A			
HGNC:288	ADRB3	adrenoceptor beta 3	NM_000025	155	NM_000025
HGNC:15759	ADRM1	adhesion regulating molecule 1		11047	NM_001281437
HGNC:291	ADSL	adenylosuccinate lyase	NM_000026	158	NM_000026
HGNC:292	ADSS	adenylosuccinate synthase	NM_001126	159	NM_001126
HGNC:20093	ADSSL1	adenylosuccinate synthase like 1		122622	NM_001320424
HGNC:293	ADT~withdrawn	entry withdrawn			
HGNC:294	ADTAA~withdrawn	symbol withdrawn, see AP2A1			
HGNC:295	ADTAB~withdrawn	symbol withdrawn, see AP2A2			
HGNC:296	ADTB1~withdrawn	symbol withdrawn, see AP1B1			
HGNC:299	ADTB2~withdrawn	symbol withdrawn, see AP2B1			
HGNC:300	ADTG~withdrawn	symbol withdrawn, see AP1G1			
HGNC:21214	ADTRP	androgen dependent TFPI regulating protein	NM_032744	84830	NM_001143948
